video_id,yt_title,baseline_views,baseline_date
pKEAqz-050I,[MV] RIIZE _ Behind The Shine(Perfect Crown(21세기 대군부인) OST Part.4),2844680,2026-08-11
JucVZ39qDjM,梦哑,77936,2026-08-11
4uuWIH6yTe8,哎呦喂 (好想给你个拥抱),1312,2026-08-11
1TJ4DXlfcTc,爱久见人心,4850,2026-08-11
DtXgoZG_Q8E,【纯享版】刘惜君温柔翻唱粤语版《我要找到你》！治愈感声线融入坚定又深情的旋律 将爱里的执着 想念与不顾一切的奔赴感唱得动人至极！ #国乐无双 EP5 20260620​,76178,2026-08-11
jdf3gxFP0F8,林俊傑 JJ Lin【美人魚 Mermaid】官方完整版 MV,10269602,2026-08-11
83RQld52drA,『MV』炙光(《雀骨》主題曲片尾曲) - 張碧晨 侯明昊『Zhi guang(《Que gu》 Zhu ti qu pian wei qu) - Diamond  Zhang/Neo Hou』,163604,2026-08-11
RME2eL4K6Gk,【黄霄雲】全新OST《一路荣光》影视剧《云秀行》片头曲,55915,2026-08-11
h9hdorPqukU,IF YOU,84665356,2026-08-11
dHH5jAkuNug,洋澜一 - 我不该动情『你说走就走 眼里没有一丝丝的不舍，我该怎么习惯没有你的生活。』『动态歌词MV』,10073,2026-08-11
YJfHuATJYsQ,周杰倫 Jay Chou【擱淺 Step Aside】-Official Music Video,82127951,2026-08-11
ewjy3qeQ0ZI,【纯享版】杨丞琳黄子弘凡温柔合唱《匿名的好友》！细腻声线层层交织 将友情与爱情之间欲言又止的微妙情愫唱得格外动人 那些藏在心底的遗憾与不舍 真的太好哭了！#天赐的声音7 EP2 20260619,315737,2026-08-11
ZwTX6ERygrg,《都有這一天》人到四十，夢想真的過期了嗎？｜老中青民謠／小巷先生｜音樂故事,97,2026-08-11
UC_rIRY1sB4,Spider-Man: Brand New Day Soundtrack | Kiss of the Spider-Man - Michael Giacchino | Original Score |,354,2026-08-11
XGKJxb2b3ZI,"benny blanco, Selena Gomez, Becky G - Te Olvido (La La) [Official Music Video]",6739231,2026-08-11
zlAjS20q9pE,【纯享版】黄霄雲刘端端把《空心》唱到破防！高音嘶吼搭配细腻情绪 Ending落泪看哭全场 #天赐的声音7 EP6 20260717,1002006,2026-08-11
USo-_-WCrCM,幽光 (电视剧《翘楚》片尾曲),178720,2026-08-11
dvphcY1G6Ng,万海东 - 山风山风等等我『山风山风等等我 带我去山那头 看看外面的世界山河多锦绣。』『动态歌词MV』#热门歌曲,6819,2026-08-11
gGLp7ht_2bk,王傑 Dave Wong《我是真的愛上你》[Lyrics MV],18673127,2026-08-11
AQZw3kbFLpg,【纯享版】#周柏豪 热血炸唱《将军令》！港式深情碰撞恢弘国风 霸气嗓音唱尽侠骨豪情！#国乐无双 EP8 20260718,69398,2026-08-11
IJ8kHZZD8O0,浮生若梦 (《云秀行》影视剧主题曲),181680,2026-08-11
2LQNtC35upY,"半吨兄弟 - 替我决定 | Tolong putuskan untukku, diabaikan dengan jawaban yang asal-asalan olehmu @TuneBoxId ",138,2026-08-11
-pKNQ86ezz0,Hey Hi,76590,2026-08-11
BHh_1r91ZPs,李姸勳 RIIANA《生來精彩》【功夫女足 Kung Fu Soccer OST 電影插曲】Official Lyric Video,1975,2026-08-11
66MKi36M7Uc,敬昨天敬今天敬明天 (Live),2986,2026-08-11
7MeGFo03ukA,星昼 (电视剧《良陈美锦》主题曲|片尾曲),110351,2026-08-11
fz198VmqUVw,左轉燈 (1000 Times+1) - Slowed+Reverb,1005757,2026-08-11
9MYWGLsQMuo,高冷 - 英雄出处『最难的时候我一个人熬，连最爱的人也没能抓牢。』【动态歌词MV】,588,2026-08-11
fxWswf-iNdQ,KiiiKiii - Candy Pink Magic Hole Flip Phone (나 어떡해) (Extended Visualizer),1002,2026-08-11
2JwlxsU1upU,不負 - 遲木︱滄元圖 The Demon Hunter (Azure Legacy/Cang Yuan Tu) 孟川官方生賀曲 Meng Chuan Birthday Song #沧元图,696,2026-08-11
RJaoLKOzn0o,【纯享版】杨丞琳挑战本季最难歌曲《第三人称》！携手王栎鑫全新演绎Hush经典歌曲 情绪层层递进唱尽成年人的孤独 #天赐的声音7 EP8 20260731,40321,2026-08-11
L6joGUdc6y4,周杰倫 Jay Chou【紅塵客棧 Hong-Chen Inn】Official MV,45052607,2026-08-11
bCpdn-tqdjk,翟子路、马思超 - 一程人间 (《京城奇探》剧集推广曲)『并肩一程人间毁誉不过聚散 哪怕只剩这一段 也要一起撕开那黑暗。』『动态歌词MV』,5992,2026-08-11
8C-5DYkWXkA,讨厌,1617,2026-08-11
WKw9rbKMjCc,白自在,32701,2026-08-11
KNudDMupDv4,bad boy (Jennie Version),229811,2026-08-11
1YCqSoZHBK8,汪蘇瀧/單依純 - 如果愛忘了『相愛過如果是愛的夠久 分開越疼吧，可時間是個玩笑吧。』【高音質|動態歌詞Lyrics】♫ · 翻唱歌曲 (原唱:戚薇) Live,15312685,2026-08-11
bEYpckbqqhs,西廂尋他,4117300,2026-08-11
lttm50z2-2s,後弦 - 下完這場雨『凈此生的別離！』【動態歌詞Lyrics】,3232089,2026-08-11
ATblV50Odx8,蔡健雅-紅色高跟鞋『你像窝在被子里的舒服』【動態歌詞Lyrics】,66526096,2026-08-11
116OjLa1DwY,蔡健雅 Tanya Chua - Letting Go 官方MV完整放映,19991414,2026-08-11
rM1dqXDfnQM,不同凡想 (Live),624,2026-08-11
j6uyEn8OgME,一直下雨的星期天,357,2026-08-11
PCbm4Vt6Dh4,【纯享版】黄霄雲张子墨高燃开炸《锈》！爆发力高音碰撞炸裂Rap 颠覆性改编燃翻全场 黄霄雲又解锁新风格 #天赐的声音7 EP8 20260731,161227,2026-08-11
7wqNuafSKog,说了再见,4282,2026-08-11
hVlmlDwhpWY,Ayo97 - 感謝你曾來過 ft.阿涵「高音質 x 動態歌詞 Lyrics」♪ SDPMusic ♪,107513449,2026-08-11
RWKRB97P8HI,徐良- 【那时雨】,124980,2026-08-11
4U4jJKH7VLc,Ariana Grande - like i do (official visualizer),2370131,2026-08-11
4DGi4BD5ccc,【纯享版】张信哲黄子弘凡全新演绎林倛玉《一点一滴》！两代温柔嗓音同频共鸣 细腻诠释直击人心 #天赐的声音7 EP8 20260731,37857,2026-08-11
A9EpZWrQ3dM,ICONIC HEART,446282,2026-08-11
Tja6P2OoPoY,Ariana Grande - big feelings (official visualizer),1696669,2026-08-11
qbeBf0SC-YY,【音你而来3·纯享】张碧晨&余佳运《半句再见》『為何不放 既是過往雲煙 想要遺忘 怎麽反復掛牽』 #Live #张碧晨#余佳运#lyrics,3516,2026-08-11
1I6clsrlIY8,傻子 (Live),2220,2026-08-11
tyeGEZrkiRk,手掌 (Live),15091,2026-08-11
DeJDWU6hYkU,張芸京 Jing Chang -《偏愛》Official Lyric Video,13588716,2026-08-11
bLvvnIB9MCY,【纯享版】灯光下劲曲开唱！曾舜晞姚晓棠氛围感合唱《街角的晚风》！慵懒声线碰撞温柔旋律 仿佛把傍晚街头的心动故事唱进耳边！#天赐的声音7 EP1 20260612,848879,2026-08-11
6s6G5KjsPUg,正在进行石女士 - 一个人而已 || Chỉ Là Một Mình Thôi,70,2026-08-11
tp4sHDEDqeg,姑娘在远方,72,2026-08-11
jQu4cJ00UEo,[ CLIP ] 田馥甄实力翻唱薛之谦《演员》 伤感声线将爱情的委屈和不安缓缓道来《梦想的声音》第8期 20161223 /浙江卫视官方HD/,23135953,2026-08-11
0LeOlx0u_vE,Talk like me (像我这样说) (Live),58967,2026-08-11
8MG--WuNW1Y,韋禮安 WeiBird《如果可以 Red Scarf》MV - 電影「月老」主題曲導演親剪音樂視角版,205818297,2026-08-11
B3Gdbmysg54,正在进行石女士 - 爱情两个字 || Hai Chữ Tình Yêu,71,2026-08-11
yfISHoHP-No,"游游(《天才，女友》影視劇片尾曲) - 房東的貓『You you(《Tian cai , nv you 》Ying shi ju pian wei qu) - Fang dong de mao』",4512,2026-08-11
LYANS5AwwnA,Appleby - Without You (One Take Visualizer),250189,2026-08-11
aPjXEc6ziHc,再敘(《兵自風中來》片尾曲) - 王晰『Zai xu(《Bing zi feng zhong lai 》 Pian wei qu) - Wang xi』,1108,2026-08-11
Zc8PeZe5Ecc,【影視劇ost】曾舜晞 | 野草（致老狗）《九門》影視劇吳老狗角色曲 The Mystic Nine OST #陳偉霆 #曾舜晞 #lyrics #九門,1104,2026-08-11
nSz9i_Xq26Y,【纯享版】听得无比安心！#陈楚生 #姚晓棠 暖心献唱《有我呢》！将陪伴 守护与坚定的情感缓缓唱进心里 温暖又催泪！#天赐的声音7 EP3 20260626,266056,2026-08-11
gHqR_d5m7Bk,But You Don't Know Me,3442,2026-08-11
FdEmP_sirdo,唤醒我 (Live),826,2026-08-11
K5t-1v-IZ9k,【音你而来3·纯享】Ghost(王琳凯)&姚晓棠《迷人的危险》『我的心已經等你好多年 愛不說滿到自己快淹滅』 #迷人的危险 #王琳凯 #小鬼 #姚晓棠 #lyrics,602513,2026-08-11
U7V2ZdNwId8,张杰 - 明天过后 (谢娜),1145891,2026-08-11
afSgBNwmZrQ,Ariana Grande - petal,20814283,2026-08-11
TxXIfcRt1WQ,徐佳瑩 LaLa【一樣的月光】[Official Music Video],4845952,2026-08-11
s_dLEabS-mw,失重色(Fade) [feat. SION of NCT],231610,2026-08-11
-bzOKKOzEFs,照心（《南部档案》影视剧张家谜局曲）,22553,2026-08-11
XsW6KbnYDYg,北京的雨（Rainy Beijing）,25773,2026-08-11
Un8kwjcpKZA,薛之謙 - 認真的雪『愛上你我失去了我自己。』【動態歌詞Lyrics】,17301740,2026-08-11
L6GOfO7jH0w,半吨兄弟 - 风与花的约定 || Hẹn Uớc Của Gió Và Hoa - Bán Đồn Huynh Đệ (Lyrics 抖音版2026),640,2026-08-11
9ei1PUmDz98,張震嶽 A-Yue【思念是一種病 Yearning like a sickness】Official Music Video,40474577,2026-08-11
ETiDRVhexco,Blind Spot,78232,2026-08-11
VaSjWclJKGE,惡作劇,22447872,2026-08-11
a9ot-Fa9KHk,李榮浩 Ronghao Li - 不將就 Stubborn Love (Official 高畫質 HD 官方完整版 MV),32644978,2026-08-11
yd5RoC5NYJs,巴拉萊卡 (The Rod),335549,2026-08-11
DRYPvbRFmXk,【纯享版】王铮亮黄龄携手原唱陈文非全新演绎《春》！重新填词Callback《时间都去哪儿了》 一开口就是岁月的温柔 #天赐的声音7 EP7 20260724,12244,2026-08-11
-Z6iTMIg_K4,"Be My Light(《天才，女友》影視劇尋光曲) - 段奧娟『Be My Light(《Tian cai , nv you》Xun guang qu) - Duan ao juan』",4340,2026-08-11
R46qc7jopF4,隊長YoungCaptain - 哪裡都是你【動態歌詞】「你想要的是現在 而不是那遙遠的未來」♪,70421641,2026-08-11
0d7ZWM21-jM,做人低调 做事高调 (Live),3114,2026-08-11
h7ITAdTxdxM,CORTIS (코르티스) ‘MOTION (feat. Juicy J)’ Official Visualizer,3024827,2026-08-11
6q5Syk54i9U,平凡之路,31350384,2026-08-11
EW-UO70eVL8,心世界（《莫离》影视剧主题曲）,233531,2026-08-11
IscPlLsh6iU,Khalil Fong (方大同) - Special Person (特別的人) Official Music Video,31377687,2026-08-11
CA10OyyU2nA,【纯享版】#萨顶顶 颠覆性演绎《暗涌》！空灵嗓音层层递进 把压抑 挣扎与释怀唱成一场情绪风暴 直接封神！#国乐无双 EP10 20260801,20266,2026-08-11
NhpHF1jlyk8,G.E.M. 鄧紫棋【唯一 Only One】 Lyrics Video（T.I.M.E. EP）,89253,2026-08-11
rV93AgJjh28,月满西楼约,42,2026-08-11
g44GG7hoMJc,許嵩【一見如故】HD 高清官方歌詞版 MV,4575,2026-08-11
T4eqDMRnWfc,天外来物-薛之谦〖你是不是我的，你像天外来物一样求之不得〗〖抖音超火🔥〗〖动态歌词〗,5310902,2026-08-11
YVjcmz9sBIs,Pretty Girl,12107363,2026-08-11
04EJCS9F8cA,討厭情歌 - 張藝興『Tao yan qing ge - LAY』,679,2026-08-11
t7Q-MkGfdHg,郭靜 Claire Kuo - 愛情訊息 (官方版MV),1565051,2026-08-11
5hpCLQhHOWI,别哭 我最爱的人 (氛围版),42,2026-08-11
oTG_6WKh_4c,汪蘇瀧 - 不分手的戀愛,7014162,2026-08-11
KymF_2hV21o,是我做了白日梦,1392,2026-08-11
0fcKEN4_QoM,最佳損友,7556615,2026-08-11
rwdPfrVgOoo,許嵩 Vae【幻聽 Acouasm 】官方完整版 MV,2320690,2026-08-11
82-jTNka3uc,Ariana Grande - hate that i made you love me (official music video),67787107,2026-08-11
KfJni491SPw,到时说爱我,379439,2026-08-11
rGJFOJvPoB0,野草（Weeds）,200969,2026-08-11
bBcp_ljCBGU,光良 Michael Wong【童話】Official Music Video,56943577,2026-08-11
86SQJQrBdGQ,第57次取消发送,203247,2026-08-11
n5yL35f1IKI,何故 (影视剧《云秀行》插曲),73302,2026-08-11
GEEXrDHsveU,人间聚散（电视剧《问心2》插曲）,42694,2026-08-11
2kc1FDmzLkI,🎵郭頂 - 我們倆🎵『你在左邊 我緊靠右』【動態歌詞Lyrics】,17799144,2026-08-11
S0x-B-MV27g,总有人间一两风,39,2026-08-11
QcfRwn8VLfQ,江語晨 - 最後一頁『想把你抱進身體裏面』【動態歌詞Lyrics】,3602229,2026-08-11
ExJ48uxLyu4,Lollipop (GISELLE & NINGNING),272470,2026-08-11
AoqEpnoNPHU,【纯享版】#宋亚轩 全新演绎《夜来香》！少年感嗓音碰撞复古经典 温柔又高级的氛围感直接封神！ #国乐无双 EP8 20260718,30856,2026-08-11
mykryGzMQ70,白鹿&丞磊《方寸之間》（影視劇《莫離》非璃墨屬情感曲）官方MV｜騰訊音樂發行頻道,160286,2026-08-11
6ca_YHZvzls,周傳雄 Steve Chou - 黃昏,75100638,2026-08-11
gw5ED3eAv5k,【纯享版】杨丞琳欧阳娜娜惊喜合作《讨厌》！好友默契拉满把暧昧心动唱成夏日小甜歌 全新改编越听越上头 #天赐的声音7 EP5 20260710,145002,2026-08-11
TvSLCxXyrBA,街道辦、歐陽耀瑩 - 春嬌與志明【抖音裡的粵語RAP】【動態歌詞Lyrics】,54242412,2026-08-11
9SOazsnVVCk,陳粒-虛擬『你是我未曾拥有无法捕捉的亲昵』【動態歌詞Lyrics】,2404610,2026-08-11
k_E6fF7zmU0,花姐 - 岁月如笔写春秋EDM『岁月如笔写春秋，一生知己最难求。』【动态歌词MV】,830,2026-08-11
3wjCZxNPtXE,[MV] Wooseok Byeon(변우석) _ Fate Line(평행선)(Perfect Crown(21세기 대군부인) OST Part.11),1130978,2026-08-11
-Xps4sA6joA,【影視劇ost】郁可唯 | 見幸福《莫離》影視劇葉璃人物曲 The First Jasmine OST #白鹿 #丞磊 #lyrics,154118,2026-08-11
N5COHYSS51o,【纯享版】喻言一开口就赢了！搭档杨宗纬欢子演唱《月光与吻痕》 慵懒嗓音碰撞深情男声 唱尽爱情里的心动与克制 #天赐的声音7 EP7 20260724,52421,2026-08-11
MhcdrUWiddE,TNT时代少年团 刘耀文《DON'T STOP》认人歌词版 CN/PIN/ENG,262,2026-08-11
DYptgVvkVLQ,周杰倫 Jay Chou【晴天 Sunny Day】-Official Music Video,95420840,2026-08-11
2rIOe7-e5kQ,周深《千香》（《千香》網劇主題曲）官方MV｜騰訊音樂發行頻道,124964,2026-08-11
xKfBknbOsz0,徐良&小凌-坏女孩,4414590,2026-08-11
Tc23na0-Wlw,【纯享版】杨宗纬姚晓棠二搭彻底放飞！从《我会好好的》到DJ神曲《别错过》反差拉满 全场一起燥起来 #天赐的声音7 EP6 20260717,158143,2026-08-11
AVj8pjxbCxg,【纯享版】杨丞琳周笔畅演绎苏运莹宝藏歌曲《想你和我们的以后》！细腻声线唱出成年人爱情里的体面与释怀 #天赐的声音7 EP6 20260717,16981,2026-08-11
dLG4as6BNYo,李荣浩《模特》— 我是歌手第三季踢馆赛,5825125,2026-08-11
ynaQiCeZJOU,#王心凌〈DADADA×擔擔擔〉短版MV ─ 豐田鉑智7 Toyota bZ7代言主題曲,1594,2026-08-11
TY3nj5ANRrk,會呼吸的痛,11871536,2026-08-11
6_Nx1szSyeY,Hot Girls Cold Vibe,812509,2026-08-11
ISN_veOMtpM,我只要我開心,44956,2026-08-11
dNsscRnEczk,誓言,9128,2026-08-11
8wyePWq-rYY,陳宇祥 Shawn 【一直下 Fall and Fall】Official Lyric Video,190350,2026-08-11
PXXcAoi_VQg,戎大姨《這場雨下完就忘了你》｜雨停了，為什麼還是忘不了？【雨落散場・歌詞故事】,72,2026-08-11
sHTHCIJ2-SE,[Vietsub] Hoài Nghi - Vương Tuấn Khải | 疑疑疑- 王俊凯- Trạm Trùng Khánh Tour Concert ENDLESSLY 19.07.26,1240,2026-08-11
YFr6p7vB9hc,林俊傑 JJ Lin – 關鍵詞 The Key (華納 Official 高畫質 HD 官方完整版 MV),62150809,2026-08-11
x3JUIKB0zuY,奢求 - 奥利(Ollie) & 淑元(Shuyuan) [Deep In OST.],4720,2026-08-11
aE9h04yMqBw,【纯享版】姚晓棠首次挑战Rap！携手Top Barry杨博睿演绎《Trust Me》 温柔嗓音碰撞高燃Flow 反差感直接拉满 #天赐的声音7 EP8 20260731,129531,2026-08-11
QTA01N6DlR4,"方大树,灯叔 - 看山 || Nhìn Núi - Phương Đại Thụ, Đăng Thúc (Lyrics 抖音版2026)",1246,2026-08-11
QKtb-WqRQgw,南楼残樱,10241,2026-08-11
7Oo9x9gGUNQ,【纯享版】王铮亮黄子弘凡深情对唱《爱错》！两代实力唱将顶级和声碰撞 情绪层层递进每一句都唱进心里 #天赐的声音7 EP6 20260717,87637,2026-08-11
yz80TCsFDaA,此生不換 - 青鳥飛魚 - 『超高无损音質』【動態歌詞Lyrics】,1701369,2026-08-11
KZ45Bojl1vw,爱上你我很快乐,111811,2026-08-11
F3eLllpbK80,"周深深 - 红颜旧(氛围版)『红颜旧 任凭斗转星移,唯不变此情悠悠。』『动态歌词MV』#经典老歌",64,2026-08-11
prjFbOzBVWU,耀眼的我们（《天才，女友》影视剧主题曲/片头曲）,25284,2026-08-11
wOpAuisJFVg,赤子（电视剧《问心2》片尾主题曲）,74861,2026-08-11
gUDdbjBZvC8,菜園子不CAi - 我曾『我曾心比天高志無窮，奈何命運多捉弄，歲月匆匆皆成風，徒留遺憾在心中。』【動態歌詞MV】,4504,2026-08-11
au4L9mvaPvA,别在伤口撒盐（男声版）,22498,2026-08-11
M00rcJ9gMEc,蔡依林 Jolin Tsai - 妥協 Compromise (華納official 官方完整版MV),16337143,2026-08-11
n0Y7J-TzgZE,出現又離開 - 梁博「 听过一次就想再听无限循环 」動態拼音歌詞 PinYin Lyrics 高音質,8644726,2026-08-11
2dOvdrbfuGc,周深 -《荒城渡》(陳情令薛洋人物主題曲)｜CC歌詞字幕,1904741,2026-08-11
B8KCH3i43LE,消失的恋人,152,2026-08-11
rk9DMP8QTRo,Dats Me (通通是我) (Live),4919,2026-08-11
XVFaxXkQz0E,G.E.M. 邓紫棋 - 多远都要在一起  (Long Distance) Pinyin Simplified Chinese Lyrics,903419,2026-08-11
kj11GU_h7IQ,有你(電視劇《愛情有煙火》片尾曲) - 劉宇寧『You ni(Dian shi ju《Ai qing you yan huo 》Pian wei qu) - Liu yu ning』,26640,2026-08-11
2vpDf4zVuCI,【纯享版】把遗憾唱得太具体了！#黄霄雲 #欢子 一首《是你没选我啊》将爱而不得的遗憾与不甘唱得层层递进 后劲十足！#天赐的声音7 EP3 20260626,319444,2026-08-11
wiA0u-YQG7Q,譚維維【你只是你】HD 高清官方歌詞版 MV,582,2026-08-11
ctWxU3u2JD8,我好想你•一 一 (Live),87108,2026-08-11
m78lJuzftcc,盧廣仲 Crowd Lu 【刻在我心底的名字 Your Name Engraved Herein】 Official Music Video  （刻在你心底的名字電影主題曲）,81221995,2026-08-11
BZO1N0dt0Bo,The Gentlemen (绅士们) (Live),22410,2026-08-11
tyOspftCa1M,一於奉陪（電影《97古惑仔：戰無不勝》主題曲）,744648,2026-08-11
J88kOcG7hmc,刘雨昕XIN LIU - STRANGE (XANADU 2.0 TOUR: Live from Shenzhen),1086,2026-08-11
7xgucJEqNDo,林俊傑 JJ Lin【背對背擁抱 Back To Back】官方完整版 MV,22731382,2026-08-11
cDWeQI-xplM,满天星 (Sky Full of Stars) - 翟潇闻 (Zhai Xiaowen)《爱上另一个我 My Drama Missy》Chi/Eng/Pinyin lyrics,1195,2026-08-11
VV4yacVxHRA,半根萝卜 - 回头太难（港风女版）『一生热爱 回头太难 情路更漫长。』『动态歌词MV』#经典老歌 #推荐 #好听音乐,1259,2026-08-11
rr-fgEWozJQ,【纯享版】#王铮亮 #高睿 全新演绎#茜拉 《到时说爱我》！顶级和声层层递进 催泪指数直接拉满 #天赐的声音7 EP4 20260703,31030,2026-08-11
udB18Ur5Tgo,Forever (永不凋零) (Live),37773,2026-08-11
SdfEmYw6adk,《歌手2026》第十期｜魏如萱〈雪崩〉,10041,2026-08-11
Ls6y4JbkNa0,No More Tomorrow,6583,2026-08-11
Z6SeWv1-etI,【纯享版】黄子弘凡唱响《天赐的声音7》主题曲《亲爱的你，好久不见》 清亮唱腔温柔又有力量！低声吟唱字字治愈 #天赐的声音7 20260618,20819,2026-08-11
9HDHnU-Vl0g,胡彥斌 Tiger Hu 【你要的全拿走 Take Everything You Want】 HD 官方高清完整版 MV,59977065,2026-08-11
kHjRp4-_gL8,【纯享版】周笔畅重唱20年前比赛歌曲《爱我还是他》！携手王铮亮全新演绎陶喆经典神曲 一开口就是华语Live天花板 #天赐的声音7 EP5 20260710,112989,2026-08-11
BeoL2D-37I4,Ariana Grande - never get over me (official visualizer),2069270,2026-08-11
9HWZgQTXRW0,如果你也刚好抬头看树,20089,2026-08-11
wwdm5AHp0Nw,【纯享版】#李宇春 全新演绎《酒鬼的歌》！洒脱唱腔碰撞微醺旋律 把人生百味唱得通透又自在！#国乐无双 EP10 20260801,1717,2026-08-11
4TP7HoCDCZc,如果你也这样过,365102,2026-08-11
uckoPTpsxuw,周宣绮、Kissper - 执念『把他们打败 却被 淘汰，到底属于爱 还是被爱。』【动态歌词MV】,134,2026-08-11
JDpRnPef5qQ,《爱情转移》汪晨蕊华语粤语丝滑切换 这个版本的 #富士山下超有feel #陈奕迅  | 纯享 #music #live《中国新歌声》第9期 SING!CHINA EP.9 20160909,30195025,2026-08-11
_CO3onnZOB0,【纯享版】两大热歌制造机梦幻合体！en王翊恩于冬然深情演绎《间距》 将单向奔赴里的心酸、克制与不舍唱得细腻又戳心！#有歌2 EP10 20260306,121117,2026-08-11
Zdv2mTFLYxo,Work (from PAW Patrol: The Dino Movie),87832,2026-08-11
8lXZjPuanW0,白 - 哥伦布 || Columbus - Bạch (Lyrics 抖音版2026),253,2026-08-11
qwTcFRLoajo,王俊凱《下一天》｜夢想破碎後，如何重新出發？《向陽而舞》AI音樂故事,44,2026-08-11
6lRRgMEqb2g,無名氏,34485,2026-08-11
Wp3CpQUpXRw,【纯享版】#容祖儿 惊艳演绎《蓝旗袍》！港风女王一开口就是高级感 氛围感直接封神 港乐DNA狠狠觉醒！#国乐无双 EP9 20260725,9411,2026-08-11
KPnvtYmFe9c,【纯享版】杨宗纬高睿深情演绎《我爱的是爱我的你》！故事感嗓音碰撞细腻情绪 催泪指数直接拉满 #天赐的声音7 EP5 20260710,105756,2026-08-11
gHk8MIx6nfY,第57次取消发送,17340087,2026-08-11
RNMnlWz6Rag,何洁 - 窒息 (那天我哭到窒息) || Ngạt Thở - Hà Khiết (Lyrics 抖音版2026),465,2026-08-11
dtYOZ1wAx7I,生日不快乐（Birthday Blues）,7440,2026-08-11
BLW69Na62E0,繁花流年 (电视剧《九门》插曲),1949,2026-08-11
mXmZjmP4FEM,春,15085,2026-08-11
5gISlem0c8I,陈少熙 - 花落花『让花落花 趁着夕阳还没落下 翩翩起舞像一幅画。』『动态歌词MV』,917,2026-08-11
IjUGvBR-PIU,轻烟大叔 - 光阴的故事 || Câu Chuyện Thời Gian - Khinh Yên Đại Thúc (Lyrics 2026),257,2026-08-11
iJHmw94xtT4,【纯享版】杨丞琳黄霄雲挑战张靓颖《野心家》！黄霄雲用歌声回望自己的来时路 每一句都像在唱自己 #天赐的声音7 EP7 20260724,246725,2026-08-11
gTMSX_aJGXo,慢冷 (Live),1144187,2026-08-11
yGHEis32s2Y,Steve Lacy - oh yeah? (Visualizer),884789,2026-08-11
O4B9YOoY158,【纯享版】罗云熙姚晓棠空灵对唱《无人之岛》！破碎感声线层层递进 唱尽相爱却无法靠近的遗憾 #天赐的声音7 EP5 20260710,800044,2026-08-11
yM3jz8xVEqo,【纯享版】#杨丞琳 惊喜合作#EN王翊恩 演绎《失眠》！经历舞台失误后再次开唱 EN终于交出属于自己的天赐答卷 全新改编太戳心啦 #天赐的声音7 EP4 20260703,200773,2026-08-11
6ZI8JD54-dY,吻合（《莫离》影视剧情感对唱曲）,94117,2026-08-11
RTXUDa2f48w,借过一下,2056796,2026-08-11
VhCRokYVF1I,郭靜 Claire Kuo - 心牆 (官方版MV),31829913,2026-08-11
7zyDhQLypF0,原谅我不懂,505143,2026-08-11
WfYO_Q2n-Vk,青花 - 周傳雄 - 『超高无损音質』【動態歌詞Lyrics】,3334449,2026-08-11
cxm8b1gOeqk,薛之謙 Joker Xue《媚人》｜Official Lyrics Music Video,224920,2026-08-11
uEdEBhcf4Gs,汹涌（《这一秒过火》影视剧暧昧情感曲）,24321,2026-08-11
BQgcEQD9KGc,小人物 (Live),8180,2026-08-11
KYytKqBUkQo,不是我不小心 (氛围版),8,2026-08-11
nCnFWwdQwCM,山川与岛屿,400,2026-08-11
F6A6Qz7nrGc,『MV』一諾成川(《雀骨》影視劇片頭曲) - 侯明昊『Yi nuo cheng chuan(《Que gu 》 Ying shi ju pian tou qu) - Neo Hou』,60428,2026-08-11
_3_hFDp8uf8,我真的好想你(电视剧《爱情有烟火》插曲),22119,2026-08-11
1G1KA2V1gm4,Trouble Maker (麻烦你了) (Live),57870,2026-08-11
MgAGV6sITnU,王菲《如願》Faye Wong  ♥ ♪♫*•,14900225,2026-08-11
hMRKkipmWT0,每个人 (舒楠监制 官方正式版),61172,2026-08-11
CgJx9C-9xGs,【影視劇ost】李佳薇 | 無歸《花開錦繡》影視劇插曲 Escape to Your Heart OST #丁禹兮 #鄧恩熙 #lyrics #花開錦繡,2959,2026-08-11
nYTV3j56SAE,周震南、陳卓璇 - 第三個吻痕『難道我 非要有，第三種人稱 第三個吻痕』動態歌詞MV #周震南 #陳卓璇 #音你而来3,49956,2026-08-11
nRGMA6n17p0,星野源 - 好き,33652,2026-08-11
VXl4FzluCOE,他不懂,7941477,2026-08-11
2n-xedHZvrI,【影視劇ost】衣諾 | 從忘記你那天起《這一秒過火》影視劇溫情治癒曲 Overdo OST #張凌赫 #王楚然 #lyrics #这一秒过火,10803,2026-08-11
D_gLFOf5SqY,[유미의 세포들 시즌3 (Yumi's Cells 3) OST Part 5] 앤톤 (ANTON) - Close to Me MV,887855,2026-08-11
5sXP0cGpLyY,First And Last,5061493,2026-08-11
iNKVImcNSrg,笼 (电影《消失的她》片尾主题曲),13972680,2026-08-11
LkaUXbLd10A,寂寞寂寞不好 (Live),17690,2026-08-11
jW3j6yd2srQ,抱緊緊（2026年民視、公視台語台、中華電信...,101053,2026-08-11
_lKbPBS5HEQ,Ariana Grande - oh well (official visualizer),1647082,2026-08-11
pIfN_81SpgA,【纯享版】#金志文 爆改东北味《纯妹妹》！用独特民歌唱腔唱出别具一格的风味！吉他solo惊喜加入 这版Live越听越有味道！#国乐无双 EP9 20260725,6525,2026-08-11
FpPDwP0NWnw,王力宏 Leehom Wang - 我們的歌,7452546,2026-08-11
CJBs2T4YbKk,UP IT,11946,2026-08-11
